"","sp.","site","quadrat","tag","x","y","height0","height1","pesticide","exclosure","growth.form","growth.habit","dispersal.mode","mycor.type","shade.tolerance","leaf.lifespan","surv0","surv1","census","quad.unique","plot","quad.sp","A.sum","A.con","A.het","quad.census","quad.census.sp","sum.dens","con.dens","S.con","S.het","lg_A.con","lg_A.het","lg_A.sum","lg_S.con","lg_S.het","lg_height0"
"1767","FRMA",3,510,10020,0.82,0.93,5,4,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,0.147699762481336
"1781","FRMA",2,503,3034,0.45,0.7,9,9,"F",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_0_503","2_0","2_0_503_FRMA",5201.00011765828,0,5201.00011765828,"2_0_503_15fa","2_0_503_15fa_FRMA",19,6,5,13,-2.33507483424145,0.471875090307794,-0.461213012467735,0.0482747874860802,0.287238114337081,1.41222933693685
"1862","FRMA",3,310,10013,0.55,0.53,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2012","FRMA",3,510,10021,0.8,0.89,4,7,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.332358117077464
"2025","FRMA",2,503,3035,0.35,0.7,8,7,"F",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_0_503","2_0","2_0_503_FRMA",5201.00011765828,0,5201.00011765828,"2_0_503_15fa","2_0_503_15fa_FRMA",19,6,5,13,-2.33507483424145,0.471875090307794,-0.461213012467735,0.0482747874860802,0.287238114337081,1.15883785861631
"2099","FRMA",3,310,10006,0.55,0.16,4,4,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2101","FRMA",3,310,10008,0.56,0.4,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.951260365764085
"2107","FRMA",3,310,10014,0.61,0.52,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.951260365764085
"2111","FRMA",3,310,10018,0.74,0.78,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2113","FRMA",3,310,10020,0.51,0.83,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2114","FRMA",3,310,10022,0.28,0.62,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2220","FRMA",3,410,10016,0.88,0.55,4,3,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.332358117077464
"2223","FRMA",3,310,10007,0.51,0.35,4,4,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2325","FRMA",3,209,9001,0.1,0.9,5,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_209","3_1","3_1_209_FRMA",6427.60440760566,0,6427.60440760566,"3_1_209_15fa","3_1_209_15fa_FRMA",1,1,0,0,-2.33507483424145,1.25999482596133,0.789788673397744,-2.04128471219882,-3.44100176068236,0.147699762481336
"2357","FRMA",3,510,10002,0.29,0.1,5,6,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,0.147699762481336
"2360","FRMA",3,510,10005,0.53,0.06,4,5,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.332358117077464
"2361","FRMA",3,510,10006,0.72,0.28,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.951260365764085
"2368","FRMA",3,510,10013,0.74,0.05,6,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,0.539935609929693
"2370","FRMA",3,510,10015,0.65,1,5,6,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,0.147699762481336
"2372","FRMA",3,510,10017,0.95,0.87,4,4,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.332358117077464
"2457","FRMA",3,410,10010,0.85,0.27,5,5,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,0.147699762481336
"2460","FRMA",3,310,10003,0.37,0.05,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2467","FRMA",3,410,10018,0.88,0.62,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.332358117077464
"2468","FRMA",3,310,10011,0.8,0.32,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.951260365764085
"2471","FRMA",3,410,10023,0.52,0.93,5,7,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,0.147699762481336
"2472","FRMA",3,410,10024,0.2,0.94,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.332358117077464
"2481","FRMA",3,310,10024,0.33,0.52,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2484","FRMA",3,310,10026,0.06,0.56,4,8,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2570","FRMA",3,410,10002,0.1,0.23,5,8,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,0.147699762481336
"2571","FRMA",3,410,10003,0.1,0.23,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.332358117077464
"2572","FRMA",3,410,10004,0.1,0.23,3,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.951260365764085
"2573","FRMA",3,410,10005,0.1,0.23,3,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.951260365764085
"2581","FRMA",3,410,10013,0.97,0.03,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.332358117077464
"2585","FRMA",3,410,10017,0.8,0.52,3,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.951260365764085
"2589","FRMA",3,410,10020,0.95,0.9,3,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.951260365764085
"2590","FRMA",3,410,10021,0.95,0.9,3,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.951260365764085
"2593","FRMA",2,509,9017,0.05,0.85,8,4,"I",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_0_509","2_0","2_0_509_FRMA",6110.90994135405,0,6110.90994135405,"2_0_509_15fa","2_0_509_15fa_FRMA",9,3,2,6,-2.33507483424145,1.07194039549714,0.491285287551054,-0.760077170850629,-0.691982355343899,1.15883785861631
"2612","FRMA",3,510,10014,0.95,0.8,7,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,0.8715662936514
"2615","FRMA",3,510,10016,0.84,0.85,5,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,0.147699762481336
"2715","FRMA",3,510,10009,0.55,0.39,4,3,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.332358117077464
"2716","FRMA",3,410,10022,0.55,0.52,5,7,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,0.147699762481336
"2721","FRMA",3,310,10021,0.4,0.66,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.951260365764085
"2723","FRMA",3,510,10004,0.2,0.5,4,4,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.332358117077464
"2729","FRMA",3,510,10010,0.52,0.47,4,5,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.332358117077464
"2735","FRMA",3,510,10012,0.72,0.5,5,5,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,0.147699762481336
"2780","FRMA",3,410,10019,0.93,0.67,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.332358117077464
"2824","FRMA",3,310,10028,0.2,0.41,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2853","FRMA",3,510,10011,0.63,0.6,4,6,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.332358117077464
"2865","FRMA",3,510,10008,0.55,0.36,4,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.332358117077464
"2883","FRMA",3,410,10029,0.3,0.5,3,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.951260365764085
"2897","FRMA",3,410,10028,0.3,0.5,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.332358117077464
"2920","FRMA",3,410,10025,0.26,0.73,3,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.951260365764085
"2938","FRMA",3,410,10026,0.15,0.7,3,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,-0.951260365764085
"2942","FRMA",3,510,10003,0.36,0.3,5,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,0.147699762481336
"2943","FRMA",3,310,10023,0.28,0.62,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2954","FRMA",3,310,10025,0.36,0.52,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2959","FRMA",3,510,10007,0.88,0.25,4,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_15fa","3_1_510_15fa_FRMA",23,23,22,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.6153454536373,-3.44100176068236,-0.332358117077464
"2960","FRMA",3,310,10027,0.1,0.39,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_310","3_1","3_1_310_FRMA",5961.28598957831,0,5961.28598957831,"3_1_310_15fa","3_1_310_15fa_FRMA",30,28,27,2,-2.33507483424145,0.979676054907591,0.344831848560495,1.84475005346606,-1.88897403629944,-0.332358117077464
"2974","FRMA",3,410,10011,0.85,0.27,5,5,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","3_1_410","3_1","3_1_410_FRMA",6669.74095600863,0,6669.74095600863,"3_1_410_15fa","3_1_410_15fa_FRMA",29,27,26,2,-2.33507483424145,1.39762807148882,1.00825728215964,1.80233791184576,-1.88897403629944,0.147699762481336
"2999","LOSP",1,302,2006,0.8,0.5,30,24,"F",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"15fa","1_0_302","1_0","1_0_302_LOSP",5008.16999903143,0,5008.16999903143,"1_0_302_15fa","1_0_302_15fa_LOSP",4,1,0,3,-2.33507483424145,0.331259692882792,-0.684415263698573,-2.04128471219882,-1.4825608213204,4.00238544087605
"3111","PHSC",2,303,3004,0.5,0.2,33,34,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"15fa","2_0_303","2_0","2_0_303_PHSC",4646.48929353518,0,4646.48929353518,"2_0_303_15fa","2_0_303_15fa_PHSC",4,1,0,3,-2.33507483424145,0.0522697997085674,-1.12726272825415,-2.04128471219882,-1.4825608213204,4.20743014213567
"3326","RIMA",3,303,3005,0.68,0.9,35,0,"W",1,"shrub","shrub","gravity","AM","","deciduous",1,0,"15fa","3_1_303","3_1","3_1_303_RIMA",6020.838285897,0,6020.838285897,"3_1_303_15fa","3_1_303_15fa_RIMA",5,3,2,2,-2.33507483424145,1.01667293194242,0.403557894170748,-0.760077170850629,-1.88897403629944,4.33401612459776
"3332","RIMA",1,407,7013,0.8,0.4,12,11,"I",1,"shrub","shrub","gravity","AM","","deciduous",1,1,"15fa","1_1_407","1_1","1_1_407_RIMA",5675.21399283884,0,5675.21399283884,"1_1_407_15fa","1_1_407_15fa_RIMA",10,1,0,9,-2.33507483424145,0.796639730284311,0.0542938245526747,-2.04128471219882,-0.188101771360311,2.03113158562347
"3348","RIMA",3,303,3004,0.42,0.74,49,0,"W",1,"shrub","shrub","gravity","AM","","deciduous",1,0,"15fa","3_1_303","3_1","3_1_303_RIMA",6020.838285897,0,6020.838285897,"3_1_303_15fa","3_1_303_15fa_RIMA",5,3,2,2,-2.33507483424145,1.01667293194242,0.403557894170748,-0.760077170850629,-1.88897403629944,5.05788265576782
"3394","RIMX",1,503,3009,0.5,0.75,130,123,"F",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"15fa","1_0_503","1_0","1_0_503_RIMX",4106.38150802374,0,4106.38150802374,"1_0_503_15fa","1_0_503_15fa_RIMX",8,2,1,6,-2.33507483424145,-0.40764654705317,-1.85729916704339,-1.23293275386211,-0.691982355343899,7.15697655416453
"350","ACBA",3,207,7001,0.2,0.4,10,0,"W",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,0,"16sp","3_0_207","3_0","3_0_207_ACBA",5523.21715733209,0,5523.21715733209,"3_0_207_16sp","3_0_207_16sp_ACBA",2,1,0,1,-2.33507483424145,0.695597986840232,-0.106092200150173,-2.04128471219882,-2.46178129100138,1.63889573817512
"968","ACSE",3,208,8004,0.75,0.15,15,6,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_208","3_0","3_0_208_ACSE",4796.75269552357,0,4796.75269552357,"3_0_208_16sp","3_0_208_16sp_ACSE",4,1,0,3,-2.33507483424145,0.170728115624688,-0.939230953116627,-2.04128471219882,-1.4825608213204,2.51118946518227
"972","ACSE",3,302,2007,0.3,0,30,34,"F",1,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_1_302","3_1","3_1_302_ACSE",5709.4173428032,0,5709.4173428032,"3_1_302_16sp","3_1_302_16sp_ACSE",4,1,0,3,-2.33507483424145,0.819003642379973,0.0897926078828768,-2.04128471219882,-1.4825608213204,4.00238544087605
"975","ACSE",3,209,9002,0.45,0.25,26,20,"F",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_209","3_0","3_0_209_ACSE",5217.4477705392,0,5217.4477705392,"3_0_209_16sp","3_0_209_16sp_ACSE",3,1,0,2,-2.33507483424145,0.48362671914493,-0.442559365284631,-2.04128471219882,-1.88897403629944,3.69452672321818
"1219","DEGL",3,303,3001,0.3,0.2,42,55,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_303","3_0","3_0_303_DEGL",4128.88552950578,0,4128.88552950578,"3_0_303_16sp","3_0_303_16sp_DEGL",2,2,1,0,-2.33507483424145,-0.387305171131453,-1.82501080473028,-1.23293275386211,-3.44100176068236,4.72625197204612
"1221","DEGL",3,301,1001,0.45,0.55,73,53,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_301","3_0","3_0_301_DEGL",5125.90778221351,0,5125.90778221351,"3_0_301_16sp","3_0_301_16sp_DEGL",1,1,0,0,-2.33507483424145,0.417746120733006,-0.547133246575397,-2.04128471219882,-3.44100176068236,5.91549140398738
