code,sub.code,tag,species,x,y,height15b,height16a,height16b,treatment,exclosure,growth.form,note
104,510,10002,Fraxinus mandschurica,0.15,0.3,6,0,NA,W,1,tree,
104,510,10003,Fraxinus mandschurica,0.2,0.3,5,0,NA,W,1,tree,
104,510,10007,Tilia amurensis,0.4,0.5,9,4,0,W,1,tree,
104,510,10011,Acer barbinerve ,0.1,0.6,5,6,0,W,1,shrub,
104,510,10016,Fraxinus mandschurica,0.45,1,6,0,NA,W,1,tree,
104,510,10017,Fraxinus mandschurica,1,0.5,3,0,NA,W,1,tree,
104,510,10018,Acer triflorum,0.8,0.35,6,0,NA,W,1,tree,
104,510,10023,Acer tegmentosum,0.23,0.13,4,4,0,W,1,tree,
104,510,10024,Tilia amurensis,0.1,0.34,NA,4,4.5,W,1,tree,
104,510,10025,Tilia amurensis,0.2,0.31,NA,5,5,W,1,tree,
104,510,10026,Acer barbinerve ,0.03,0.42,NA,4,5,W,1,shrub,
104,510,10027,Tilia amurensis,0,0.07,NA,4,8,W,1,tree,
104,510,10028,Tilia amurensis,0.06,0.03,NA,5,5,W,1,tree,
104,510,10029,Fraxinus mandschurica,0.38,0.4,NA,4,5,W,1,tree,
104,510,10030,Fraxinus mandschurica,0.84,0.57,NA,5,5,W,1,tree,
104,510,10031,Tilia amurensis,0.1,0.53,NA,3,4,W,1,tree,
104,510,10032,Tilia amurensis,0.72,0.83,NA,5,6.5,W,1,tree,
104,510,10033,Tilia amurensis,0.87,0.93,NA,5,0,W,1,tree,
104,510,10034,Tilia amurensis,0.35,0.58,NA,5,6.5,W,1,tree,
104,510,10035,Fraxinus mandschurica,0.85,0.75,NA,4,3.5,W,1,tree,
104,510,10036,Fraxinus mandschurica,0.87,0.77,NA,3,3,W,1,tree,
104,510,10037,Acer tegmentosum,0.87,0.97,NA,4,6.5,W,1,tree,
104,510,10038,Fraxinus mandschurica,0.29,0.93,NA,4,5,W,1,tree,
104,510,10039,Philadelphus schrenkii,0.2,0.33,NA,101,106,W,1,shrub,
106,101,1003,Spiraea chamaedryfolia,0.8,0.55,131,144,143,W,1,shrub,
106,101,1004,Spiraea chamaedryfolia,0.26,0.74,72,84,82,W,1,shrub,
106,101,1005,Spiraea chamaedryfolia,1,0.9,123,136,135,W,1,shrub,
106,101,1006,Euonymus alatus,0.8,0.34,9,5,0,W,1,shrub,
106,101,1007,Fraxinus mandschurica,0.06,0.35,NA,5,6,W,1,tree,
106,101,1008,Fraxinus mandschurica,0.38,0.37,NA,5,0,W,1,tree,
106,101,1009,Tilia amurensis,0.06,0.43,NA,4,5,W,1,tree,
106,101,1010,Tilia amurensis,0.22,0.67,NA,5,5,W,1,tree,
106,101,1011,Fraxinus mandschurica,0.03,0.67,NA,5,5,W,1,tree,
106,101,1012,Fraxinus mandschurica,0.03,0.83,NA,5,5,W,1,tree,
106,101,1013,Tilia amurensis,0.62,0.98,NA,4,5,W,1,tree,
106,101,1014,Tilia amurensis,0.97,0.61,NA,5,4,W,1,tree,
106,101,1015,Fraxinus mandschurica,0.9,0.44,NA,5,5,W,1,tree,
106,101,1016,Tilia amurensis,0.64,0.45,NA,3,0,W,1,tree,
106,102,2001,Philadelphus schrenkii,0.57,0.26,105,108,114,C,1,shrub,
106,102,2003,Philadelphus schrenkii,0.46,0.58,111,123,125,C,1,shrub,
106,102,2004,Tilia amurensis,0.25,0.78,NA,4,5,C,1,tree,
106,102,2005,Tilia amurensis,0.73,0.91,NA,8,5,C,1,tree,
106,102,2006,Tilia amurensis,0.56,0.63,NA,5,5,C,1,tree,
106,102,2007,Tilia amurensis,0.62,0.65,NA,4,5,C,1,tree,
106,102,2008,Tilia amurensis,0.51,0.59,NA,3,4,C,1,tree,
106,102,2009,Tilia amurensis,0.53,0.56,NA,4,6,C,1,tree,
106,102,2010,Tilia amurensis,0.36,0.32,NA,7,7,C,1,tree,
106,102,2011,Tilia amurensis,0.36,0.32,NA,7,6,C,1,tree,
106,102,2012,Fraxinus mandschurica,0.27,0.77,NA,4,5,C,1,tree,
106,102,2013,Fraxinus mandschurica,0.55,0.69,NA,5,7,C,1,tree,
106,102,2014,Tilia amurensis,0.97,0.35,NA,5,0,C,1,tree,
106,102,2015,Fraxinus mandschurica,0.87,0.38,NA,5,0,C,1,tree,
106,103,3001,Fraxinus mandschurica,0.28,0.6,NA,4,5,I,1,tree,
106,103,3002,Fraxinus mandschurica,0.05,0.7,NA,5,7,I,1,tree,
106,103,3003,Fraxinus mandschurica,0.4,0.66,NA,4,5,I,1,tree,
106,103,3004,Fraxinus mandschurica,0.2,0.41,NA,5,7,I,1,tree,
106,103,3005,Fraxinus mandschurica,0.27,0.18,NA,5,6,I,1,tree,
106,103,3006,Fraxinus mandschurica,0.36,0.1,NA,4,5,I,1,tree,
106,103,3007,Fraxinus mandschurica,0.45,0,NA,5,4,I,1,tree,
106,103,3008,Fraxinus mandschurica,0.6,0.03,NA,5,6,I,1,tree,
106,103,3009,Fraxinus mandschurica,0.62,0.06,NA,5,7,I,1,tree,
106,103,3010,Fraxinus mandschurica,0.94,0.22,NA,5,5,I,1,tree,
106,103,3011,Tilia amurensis,0.2,0.08,NA,3,5,I,1,tree,
106,103,3012,Tilia amurensis,0.17,0.12,NA,4,4,I,1,tree,
106,103,3013,Tilia amurensis,0.79,0.67,NA,5,0,I,1,tree,
106,103,3014,Tilia amurensis,0.67,0.93,NA,5,5,I,1,tree,
106,103,3015,Tilia amurensis,0.97,0.78,NA,6,6,I,1,tree,
106,104,4001,Acer pseudo-sieboldianum ,0.58,0.25,9,9,10,C,1,tree,
106,104,4003,Fraxinus mandschurica,0.08,0.08,NA,5,6,C,1,tree,
106,104,4004,Fraxinus mandschurica,0.45,0,NA,6,7,C,1,tree,
106,104,4005,Tilia amurensis,0.35,0.17,NA,4,4,C,1,tree,
106,104,4006,Tilia amurensis,0.88,0.37,NA,4,4,C,1,tree,
106,104,4007,Tilia amurensis,0.82,0.45,NA,5,4,C,1,tree,
106,104,4008,Tilia amurensis,0.95,0.4,NA,5,5,C,1,tree,
106,104,4009,Tilia amurensis,0.71,0.31,NA,4,5,C,1,tree,
106,104,4010,Acer barbinerve ,0.65,0.2,NA,5,6,C,1,shrub,
106,104,4011,Acer barbinerve ,0.48,0.61,NA,4,5,C,1,shrub,
106,104,4012,Fraxinus mandschurica,0,0.07,NA,4,5,C,1,tree,
106,105,5001,Lonicera spp.,0.12,0.1,26,29,17,F,1,shrub,
106,105,5002,Deutzia glabrata,0.28,0.5,23,26,24,F,1,shrub,
106,105,5003,Corylus mandshurica,0.9,0.29,148,182,180,F,1,shrub,sprout
106,105,5004,Fraxinus mandschurica,0,0.7,6,0,NA,F,1,tree,
106,105,5005,Fraxinus mandschurica,0.15,0.35,NA,5,5,F,1,tree,
106,105,5006,Tilia amurensis,0.2,0.35,NA,4,4,F,1,tree,
106,105,5007,Fraxinus mandschurica,0.2,0.35,NA,5,6,F,1,tree,
106,105,5008,Tilia amurensis,0.88,0.13,NA,7,6,F,1,tree,
106,105,5009,Fraxinus mandschurica,0.1,0.62,NA,5,5,F,1,tree,
106,105,5010,Tilia amurensis,0.81,0.62,NA,3,4,F,1,tree,
106,105,5011,Tilia amurensis,0.96,0.75,NA,4,4,F,1,tree,
106,105,5012,Tilia amurensis,0.8,0.75,NA,5,6,F,1,tree,
106,105,5013,Fraxinus mandschurica,0.25,0.46,NA,5,5,F,1,tree,
106,106,6001,Philadelphus schrenkii,0,0.17,47,50,51,I,1,shrub,
106,106,6002,Philadelphus schrenkii,0.12,0.4,81,77,73,I,1,shrub,
106,106,6016,Tilia amurensis,0.03,0.07,NA,4,0,I,1,tree,
106,106,6004,Tilia amurensis,0.17,0.3,NA,4,0,I,1,tree,
106,106,6005,Tilia amurensis,0.17,0.43,NA,4,0,I,1,tree,
106,106,6006,Tilia amurensis,0.04,0.58,NA,5,0,I,1,tree,
106,106,6007,Fraxinus mandschurica,0.58,0,NA,5,7,I,1,tree,
106,106,6008,Fraxinus mandschurica,0.07,0,NA,4,6,I,1,tree,
106,106,6009,Fraxinus mandschurica,0.32,0.37,NA,5,5,I,1,tree,
106,106,6010,Fraxinus mandschurica,0,0.47,NA,5,5,I,1,tree,
106,106,6011,Tilia amurensis,0.3,0.43,NA,3,0,I,1,tree,
106,106,6012,Fraxinus mandschurica,0,0.7,NA,5,5,I,1,tree,
106,106,6013,Fraxinus mandschurica,0.71,0.67,NA,4,5,I,1,tree,
106,106,6014,Tilia amurensis,0.22,0.8,NA,4,6,I,1,tree,
106,106,6015,Tilia amurensis,0.55,0.9,NA,4,5,I,1,tree,
106,107,7002,Euonymus alatus,0.64,0.48,10,15,20,F,1,shrub,
106,107,7004,Fraxinus mandschurica,0.14,0.17,NA,5,6,F,1,tree,
106,107,7005,Fraxinus mandschurica,0.44,0.35,NA,3,5,F,1,tree,
106,107,7006,Fraxinus mandschurica,0.55,0.2,NA,5,6,F,1,tree,
106,107,7007,Fraxinus mandschurica,0.81,0.07,NA,4,5,F,1,tree,
106,107,7008,Acer mono,0.46,0.33,NA,3,4,F,1,tree,
106,107,7009,Tilia amurensis,0.2,0.5,NA,5,8,F,1,tree,
106,107,7010,Tilia amurensis,0.24,0.86,NA,4,0,F,1,tree,
106,107,7011,Fraxinus mandschurica,0.16,0.03,NA,5,6,F,1,tree,
106,107,7012,Tilia amurensis,0.5,0.76,NA,4,4,F,1,tree,
106,107,7013,Tilia amurensis,0.53,0.69,NA,4,5,F,1,tree,
106,107,7014,Tilia amurensis,0.87,0.89,NA,3,4,F,1,tree,
106,107,7015,Tilia amurensis,0.97,0.86,NA,5,5,F,1,tree,
106,107,7016,Fraxinus mandschurica,0.56,1,NA,4,6,F,1,tree,
106,107,7017,Fraxinus mandschurica,0.92,0.77,NA,4,5,F,1,tree,
106,107,7018,Tilia amurensis,1,0.41,NA,4,5,F,1,tree,
106,107,7019,Tilia amurensis,0.5,0.53,NA,4,0,F,1,tree,
106,108,8001,Fraxinus mandschurica,0.7,0.24,9,0,NA,W,1,tree,
106,108,8002,Philadelphus schrenkii,0.82,0.77,69,71,63,W,1,shrub,
106,108,8003,Tilia amurensis,0.07,0.56,NA,5,4,W,1,tree,
106,108,8004,Tilia amurensis,0.25,0.2,NA,5,7,W,1,tree,
106,108,8005,Tilia amurensis,0.38,0.54,NA,4,5,W,1,tree,
106,108,8006,Tilia amurensis,0.51,0.68,NA,3,0,W,1,tree,
106,108,8007,Tilia amurensis,0.76,0.7,NA,4,5,W,1,tree,
106,108,8008,Tilia amurensis,0.37,0.9,NA,5,4,W,1,tree,
106,108,8009,Fraxinus mandschurica,0.72,0.18,NA,5,6,W,1,tree,
106,108,8010,Fraxinus mandschurica,0.98,0.52,NA,4,5,W,1,tree,
106,108,8011,Fraxinus mandschurica,0.7,0.75,NA,4,5,W,1,tree,
106,108,8012,Pinus koraiensis,0.9,0.87,NA,7,8,W,1,tree,
106,109,9005,Philadelphus schrenkii,0.26,0.46,138,137,136,S,1,shrub,
106,109,9022,Tilia amurensis,0,0.53,NA,5,5,S,1,tree,
106,109,9023,Tilia amurensis,0.2,0.36,NA,4,5,S,1,tree,
106,109,9024,Tilia amurensis,0.34,0.2,NA,4,0,S,1,tree,
106,109,9025,Tilia amurensis,0.47,0.09,NA,4,4.5,S,1,tree,
106,109,9026,Fraxinus mandschurica,0.14,0.1,NA,5,0,S,1,tree,
106,109,9027,Fraxinus mandschurica,0.3,0.1,NA,4,5,S,1,tree,
106,109,9028,Fraxinus mandschurica,0.75,0.12,NA,4,6,S,1,tree,
106,109,9029,Fraxinus mandschurica,0.72,0.03,NA,4,5,S,1,tree,
106,109,9030,Fraxinus mandschurica,0.62,0.3,NA,4,0,S,1,tree,
106,109,9031,Fraxinus mandschurica,0.74,0.32,NA,4,0,S,1,tree,
106,109,9032,Fraxinus mandschurica,0.93,0.25,NA,4,4,S,1,tree,
106,109,9033,Acer mandshuricum,0.63,0.15,NA,5,6,S,1,tree,
106,109,9034,Fraxinus mandschurica,0.95,0.41,NA,5,4,S,1,tree,
106,109,9035,Fraxinus mandschurica,0.88,0.56,NA,5,6,S,1,tree,
106,109,9036,Tilia amurensis,0.88,0.44,NA,4,5,S,1,tree,
106,109,9037,Tilia amurensis,0.89,0.46,NA,5,5,S,1,tree,
106,109,9038,Tilia amurensis,0.88,0.55,NA,4,5,S,1,tree,
106,109,9039,Tilia amurensis,0.98,0.55,NA,4,5,S,1,tree,
106,109,9040,Acer barbinerve ,0.91,0.63,NA,5,6,S,1,shrub,
106,109,9041,Acer barbinerve ,1,1,NA,4,5,S,1,shrub,
106,109,9042,Fraxinus mandschurica,0.75,0.92,NA,4,5,S,1,tree,
106,109,9043,Tilia amurensis,0.34,1,NA,4,5,S,1,tree,
106,110,10003,Philadelphus schrenkii,0.16,0.6,94,85,85,S,1,shrub,
106,110,10005,Lonicera spp.,0.1,0.9,79,86,87,S,1,shrub,
106,110,10019,Tilia amurensis,0.24,0,NA,3,0,S,1,tree,
106,110,10020,Tilia amurensis,0.03,0.34,NA,3,2,S,1,tree,
106,110,10021,Tilia amurensis,1,0.4,NA,3,5,S,1,tree,
106,110,10022,Tilia amurensis,0.97,0.7,NA,3,0,S,1,tree,
106,110,10023,Tilia amurensis,1,0.8,NA,4,6,S,1,tree,
106,110,10024,Tilia amurensis,0.86,0.87,NA,3,0,S,1,tree,
106,110,10025,Tilia amurensis,0.7,0.83,NA,4,5,S,1,tree,
106,110,10026,Tilia amurensis,0.53,0.67,NA,4,4,S,1,tree,
106,110,10027,Fraxinus mandschurica,0.27,0.6,NA,4,5,S,1,tree,
106,110,10028,Fraxinus mandschurica,0.34,0.77,NA,4,5,S,1,tree,
106,110,10029,Fraxinus mandschurica,0.34,0.77,NA,3,4,S,1,tree,
106,110,10030,Fraxinus mandschurica,0.57,0.88,NA,3,5,S,1,tree,
106,110,10031,Fraxinus mandschurica,0.93,0.69,NA,3,3,S,1,tree,
106,110,10032,Fraxinus mandschurica,0.78,1,NA,4,5,S,1,tree,
106,201,1001,Spiraea chamaedryfolia,0.8,0.33,71,62,91,F,1,shrub,
106,201,1002,Tilia amurensis,0.2,0.23,NA,4,0,F,1,tree,
106,201,1003,Tilia amurensis,0.25,0.9,NA,5,5,F,1,tree,
106,201,1004,Tilia amurensis,0.68,0.83,NA,5,5,F,1,tree,
106,201,1005,Tilia amurensis,0.77,0.79,NA,6,7,F,1,tree,
106,201,1006,Tilia amurensis,0.72,0.64,NA,4,0,F,1,tree,
106,201,1007,Tilia amurensis,0.9,0.7,NA,5,4,F,1,tree,
106,201,1008,Tilia amurensis,1,0.67,NA,4,4,F,1,tree,
106,201,1009,Acer barbinerve ,0.41,0.79,NA,5,6,F,1,shrub,
106,202,2002,Fraxinus mandschurica,0.41,0.43,NA,4,4,I,1,tree,
106,202,2003,Fraxinus mandschurica,0.09,0.71,NA,4,0,I,1,tree,
106,202,2004,Fraxinus mandschurica,0.95,0.65,NA,4,5,I,1,tree,
106,202,2005,Fraxinus mandschurica,0.57,0.74,NA,4,4,I,1,tree,
106,202,2006,Fraxinus mandschurica,0.62,0.5,NA,6,0,I,1,tree,
106,203,3001,Fraxinus mandschurica,0.1,0.58,NA,4,4,S,1,tree,
106,203,3002,Fraxinus mandschurica,0.63,0.85,NA,5,5,S,1,tree,
106,203,3003,Tilia amurensis,0.94,0,NA,5,6,S,1,tree,
106,203,3004,Ulmus davidiana var. japonica,0.76,0.85,NA,3,3,S,1,tree,
106,204,4001,Acer pseudo-sieboldianum ,0.37,0.32,8,10,10,W,1,tree,
106,204,4004,Acer pseudo-sieboldianum ,0.66,0.48,10,0,NA,W,1,tree,
106,204,4005,Fraxinus mandschurica,0.37,0.08,NA,4,5,W,1,tree,
106,204,4006,Tilia amurensis,0.37,0.08,NA,5,5,W,1,tree,
106,204,4007,Tilia amurensis,0.04,0.38,NA,4,0,W,1,tree,
106,204,4008,Fraxinus mandschurica,0.92,0.25,NA,4,4,W,1,tree,
106,204,4009,Fraxinus mandschurica,0.13,0.67,NA,5,5,W,1,tree,
106,204,4010,Fraxinus mandschurica,0.22,0.65,NA,4,4,W,1,tree,
106,204,4011,Fraxinus mandschurica,0.45,0.93,NA,5,5,W,1,tree,
106,204,4012,Tilia amurensis,0.1,0.77,NA,4,4,W,1,tree,
106,204,4013,Tilia amurensis,0.3,0.67,NA,4,3,W,1,tree,
106,204,4014,Tilia amurensis,0.44,0.98,NA,4,5,W,1,tree,
106,205,5001,Spiraea chamaedryfolia,0.08,0.2,38,46,40,S,1,shrub,
106,205,5006,Philadelphus schrenkii,0.91,0.91,27,NA,20,S,1,shrub,missing data in 16a
106,205,5007,Tilia amurensis,0.95,0.61,NA,5,5,S,1,tree,
106,205,5008,Tilia amurensis,0.9,0.87,NA,5,0,S,1,tree,
106,205,5009,Tilia amurensis,0.37,0.88,NA,4,5,S,1,tree,
106,205,5010,Tilia amurensis,0.15,0.77,NA,3,7,S,1,tree,
106,205,5011,Tilia amurensis,0.26,0.66,NA,6,0,S,1,tree,
106,205,5012,Fraxinus mandschurica,0.07,0.94,NA,5,5,S,1,tree,
106,205,5013,Fraxinus mandschurica,0.8,0.09,NA,6,5,S,1,tree,
106,205,5014,Acer mono,0.76,0.02,NA,3,4,S,1,tree,
106,205,5015,Fraxinus mandschurica,0.78,0.5,NA,4,6,S,1,tree,
106,205,5016,Fraxinus mandschurica,0.31,0.69,NA,5,5,S,1,tree,
106,205,5017,Fraxinus mandschurica,0.46,0.93,NA,6,0,S,1,tree,
106,206,6001,Vitis amurensis,0.14,0.33,32,57,20,C,1,shrub,
106,206,6002,Euonymus alatus,0.25,0.59,7,3,0,C,1,shrub,
106,206,6003,Vitis amurensis,0.32,0.66,23,24,10,C,1,shrub,
106,206,6007,Tilia amurensis,0.14,0,NA,5,0,C,1,tree,
106,206,6008,Tilia amurensis,0.2,0.48,NA,4,5,C,1,tree,
106,206,6009,Tilia amurensis,0.15,0.47,NA,5,5,C,1,tree,
106,206,6010,Tilia amurensis,0.13,0.55,NA,5,5,C,1,tree,
106,206,6011,Tilia amurensis,0.58,0.27,NA,4,5,C,1,tree,
106,206,6012,Tilia amurensis,0.9,0.36,NA,3,4,C,1,tree,
106,206,6013,Fraxinus mandschurica,0.53,0.37,NA,3,3,C,1,tree,
106,206,6014,Fraxinus mandschurica,0.83,0.77,NA,3,3,C,1,tree,
106,206,6015,Tilia amurensis,0.9,0.7,NA,3,4,C,1,tree,
106,206,6016,Tilia amurensis,0.94,0.84,NA,4,5,C,1,tree,
106,206,6017,Tilia amurensis,0.9,0.86,NA,4,5,C,1,tree,
106,206,6018,Tilia amurensis,0.41,0.95,NA,4,4,C,1,tree,
106,206,6019,Tilia amurensis,0.35,0.97,NA,5,5,C,1,tree,
106,206,6020,Fraxinus mandschurica,0.02,0.92,NA,4,5,C,1,tree,
106,206,6021,Fraxinus mandschurica,0.21,0.75,NA,6,5,C,1,tree,
106,206,6022,Fraxinus mandschurica,0.23,0.42,NA,3,4,C,1,tree,
106,206,6023,Tilia amurensis,0.35,0.7,NA,3,3,C,1,tree,
106,207,7002,Euonymus macropterus,0.1,1,22,24,20,W,1,shrub,
106,207,7003,Fraxinus mandschurica,0.75,0.44,NA,5,5,W,1,tree,
106,207,7004,Tilia amurensis,0.73,0.72,NA,4,5,W,1,tree,
106,208,8003,Fraxinus mandschurica,0.25,0.14,NA,5,5,I,1,tree,
106,208,8004,Fraxinus mandschurica,0.29,0.16,NA,5,5,I,1,tree,
106,208,8005,Tilia amurensis,0.5,0.18,NA,3,4,I,1,tree,
106,208,8006,Tilia amurensis,0.49,0.08,NA,2,2,I,1,tree,
106,208,8007,Tilia amurensis,0.27,0.59,NA,5,5,I,1,tree,
106,208,8008,Fraxinus mandschurica,0.83,0.24,NA,5,0,I,1,tree,
106,208,8009,Tilia amurensis,0.34,0.99,NA,2,3,I,1,tree,
106,208,8010,Tilia amurensis,0.05,0.84,NA,3,3,I,1,tree,
106,208,8011,Tilia amurensis,0.7,1,NA,4,4,I,1,tree,
106,208,8012,Tilia amurensis,0.54,0.78,NA,2,0,I,1,tree,
106,208,8013,Syringa reticulata,0.48,0.23,NA,13,10,I,1,shrub,
106,208,8014,Spiraea chamaedryfolia,0.21,0.02,NA,25,25,I,1,shrub,
106,208,8015,Acer barbinerve ,0.32,0.01,NA,4,5,I,1,shrub,
106,209,9002,Fraxinus mandschurica,0,0.59,NA,5,4.5,F,1,tree,
106,209,9003,Fraxinus mandschurica,0.22,0.37,NA,5,5,F,1,tree,
106,209,9004,Fraxinus mandschurica,0.22,0.37,NA,4,5,F,1,tree,
106,209,9005,Fraxinus mandschurica,0.52,0.19,NA,5,7,F,1,tree,
106,209,9006,Fraxinus mandschurica,0.61,0.06,NA,4,5,F,1,tree,
106,209,9007,Fraxinus mandschurica,0.69,0.06,NA,4,4.5,F,1,tree,
106,209,9008,Fraxinus mandschurica,0.72,0,NA,3,0,F,1,tree,
106,209,9009,Fraxinus mandschurica,0.46,0,NA,4,5,F,1,tree,
106,209,9010,Tilia amurensis,0.28,0.5,NA,5,5,F,1,tree,
106,209,9011,Tilia amurensis,0.1,0.3,NA,4,5,F,1,tree,
106,209,9012,Tilia amurensis,0.26,0.17,NA,5,8,F,1,tree,
106,209,9013,Tilia amurensis,0.52,0.19,NA,5,5,F,1,tree,
106,209,9014,Tilia amurensis,0.63,0.32,NA,3,5,F,1,tree,
106,209,9015,Acer mono,0.63,0.32,NA,5,4,F,1,tree,
106,209,9016,Tilia amurensis,0.73,0.16,NA,4,5,F,1,tree,
106,209,9017,Fraxinus mandschurica,0.76,0.23,NA,5,6,F,1,tree,
106,209,9018,Fraxinus mandschurica,0.95,0.52,NA,4,5,F,1,tree,
106,209,9019,Tilia amurensis,0.98,0.45,NA,4,0,F,1,tree,
106,209,9020,Tilia amurensis,0.11,0.82,NA,4,5,F,1,tree,
106,209,9021,Tilia amurensis,0.45,0.69,NA,4,5,F,1,tree,
106,209,9022,Tilia amurensis,0.45,0.95,NA,5,6,F,1,tree,
106,209,9023,Tilia amurensis,0.72,0.72,NA,5,6,F,1,tree,
106,210,10001,Actinidia kolomikta,0,0.7,30,37,37,C,1,shrub,
106,210,10002,Lonicera spp.,0.37,0.49,12,18,8,C,1,shrub,
106,210,10005,Fraxinus mandschurica,0,0.16,NA,4,0,C,1,tree,
106,210,10006,Fraxinus mandschurica,0.15,0.31,NA,4,5,C,1,tree,
106,210,10007,Fraxinus mandschurica,0.63,0.28,NA,4,6,C,1,tree,
106,210,10008,Fraxinus mandschurica,0.48,0.44,NA,5,6,C,1,tree,
106,210,10009,Fraxinus mandschurica,0.7,0.42,NA,4,0,C,1,tree,
106,210,10010,Tilia amurensis,0.12,0.4,NA,4,0,C,1,tree,
106,210,10011,Tilia amurensis,0.29,0.2,NA,3,4,C,1,tree,
106,210,10012,Fraxinus mandschurica,0.33,0.6,NA,5,6,C,1,tree,
106,210,10013,Fraxinus mandschurica,0.4,0.64,NA,5,6,C,1,tree,
106,210,10014,Fraxinus mandschurica,0.2,0.62,NA,7,8,C,1,tree,
106,210,10015,Fraxinus mandschurica,0.2,0.7,NA,4,5,C,1,tree,
106,210,10016,Acer barbinerve ,0.2,0.7,NA,4,4,C,1,shrub,
106,210,10017,Acer barbinerve ,0.71,0.68,NA,4,5,C,1,shrub,
106,210,10018,Fraxinus mandschurica,0.03,0.62,NA,6,6,C,1,tree,
106,210,10019,Tilia amurensis,0,0.5,NA,5,5,C,1,tree,
106,301,1002,Spiraea chamaedryfolia,0.66,0.38,80,64,62,I,1,shrub,
106,301,1003,Spiraea chamaedryfolia,0.84,0.41,75,84,80,I,1,shrub,
106,301,1004,Philadelphus schrenkii,0.34,0.8,95,109,110,I,1,shrub,
106,301,1005,Tilia amurensis,0.35,0.8,NA,5,6,I,1,tree,
106,301,1006,Tilia amurensis,0.45,0.3,NA,4,3.5,I,1,tree,
106,302,2004,Euonymus macropterus,0.52,0.44,17,17,16,F,1,shrub,
106,302,2005,Philadelphus schrenkii,0.4,0.66,27,35,36,F,1,shrub,
106,302,2006,Fraxinus mandschurica,0.91,0.56,13,0,NA,F,1,tree,
106,302,2007,Acanthopanax senticosus,0.3,0,30,34,35,F,1,shrub,
106,302,2008,Fraxinus mandschurica,0.05,0,NA,5,5.5,F,1,tree,
106,302,2009,Tilia amurensis,0.1,0.2,NA,4,4,F,1,tree,
106,302,2010,Tilia amurensis,0.3,0.35,NA,4,5,F,1,tree,
106,302,2011,Fraxinus mandschurica,0.7,0.5,NA,5,6,F,1,tree,
106,302,2012,Tilia amurensis,0.1,0.5,NA,3,3,F,1,tree,
106,302,2013,Tilia amurensis,0.25,0.7,NA,5,5,F,1,tree,
106,302,2014,Tilia amurensis,0.25,0.7,NA,5,4,F,1,tree,
106,302,2015,Tilia amurensis,0.32,0.7,NA,4,4,F,1,tree,
106,302,2016,Fraxinus mandschurica,0.5,0.75,NA,5,6,F,1,tree,
106,302,2017,Fraxinus mandschurica,0.9,0.7,NA,4,4,F,1,tree,
106,302,2018,Fraxinus mandschurica,0.9,0.6,NA,5,5,F,1,tree,
106,302,2019,Tilia amurensis,0.95,0.8,NA,NA,5,F,1,tree,
106,302,2020,Ribes mandshuricum,0.3,0.5,NA,NA,22,F,1,shrub,
106,303,3001,Euonymus macropterus,0.6,0.83,18,16,15,W,1,shrub,
106,303,3002,Euonymus macropterus,0.72,0.66,10,13,12,W,1,shrub,
106,303,3006,Fraxinus mandschurica,0.07,0.02,NA,5,6,W,1,tree,
106,303,3007,Fraxinus mandschurica,0.35,0.15,NA,5,5,W,1,tree,
106,303,3008,Tilia amurensis,0.53,0.15,NA,4,4.5,W,1,tree,
106,303,3009,Fraxinus mandschurica,0.85,0.4,NA,6,7.5,W,1,tree,
106,303,3010,Tilia amurensis,0.75,0.85,NA,5,4,W,1,tree,
106,303,3011,Tilia amurensis,0.7,1,NA,4,5,W,1,tree,
106,303,3012,Tilia amurensis,0.9,0.9,NA,6,6,W,1,tree,
106,303,3013,Fraxinus mandschurica,0.45,1,NA,4,5,W,1,tree,
106,304,4001,Spiraea chamaedryfolia,0.48,0,72,75,65,I,1,shrub,
106,304,4002,Euonymus macropterus,0.85,0.8,10,17,15,I,1,shrub,
106,304,4003,Spiraea chamaedryfolia,0.9,0.88,17,58,60,I,1,shrub,
106,304,4004,Tilia amurensis,0.17,0.1,NA,5,4.5,I,1,tree,
106,304,4005,Fraxinus mandschurica,0.3,0.1,NA,5,5,I,1,tree,
106,304,4006,Fraxinus mandschurica,0.35,0.05,NA,5,5,I,1,tree,
106,304,4007,Fraxinus mandschurica,0.4,0.25,NA,5,4,I,1,tree,
106,304,4008,Tilia amurensis,0.4,0.2,NA,5,4,I,1,tree,
106,304,4009,Tilia amurensis,0.5,0.15,NA,5,6,I,1,tree,
106,304,4010,Fraxinus mandschurica,0.55,0.05,NA,4,4.5,I,1,tree,
106,304,4011,Fraxinus mandschurica,0.65,0.35,NA,5,4,I,1,tree,
106,304,4012,Tilia amurensis,0.9,0.2,NA,4,4,I,1,tree,
106,304,4013,Fraxinus mandschurica,0.65,0.5,NA,6,6,I,1,tree,
106,304,4014,Tilia amurensis,0.85,0.55,NA,5,6,I,1,tree,
106,304,4015,Fraxinus mandschurica,0.8,1,NA,4,2.5,I,1,tree,
106,304,4016,Tilia amurensis,0.25,0.55,NA,4,6,I,1,tree,
106,304,4017,Tilia amurensis,0.2,0.85,NA,5,0,I,1,tree,
106,304,4018,Tilia amurensis,0.13,0.85,NA,4,0,I,1,tree,
106,304,4019,Tilia amurensis,0.05,0.8,NA,5,5,I,1,tree,
106,304,4020,Tilia amurensis,0.15,1,NA,5,0,I,1,tree,
106,304,4021,Tilia amurensis,0.4,1,NA,5,5,I,1,tree,
